Office_ID,SOL_ID_BO_ID,Month_Year,Name,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
,H8527,Apr-26,Sikanderpur BO,Narsinghpur SO,,,,2,,2,,1,,,,
,H8528,Apr-26,Sikohpur BO,Narsinghpur SO,,,,2,,,,,,,,
,12210301,Apr-26,Sohna SO,,14,,6,65,,29,3,106,,13,26,
,L9309,Apr-26,Sultanpur BO,Farrukh Nagar SO,,,3,,,2,,3,,,,
,J9915,Apr-26,Surehli BO,Nehrugarh SO,,,,4,,,,,,,,
,F8083,Apr-26,Suthana BO,Bawal SO,,,1,5,,,,,,,,
,J6605,Apr-26,Syed Shahpur BO,Nanukalan SO,,,,,,,,1,,,,
,AM121,Apr-26,TAJ NAGAR BO,Farrukh Nagar SO,,,3,,,2,,,,,,
,F7989,Apr-26,Tankri BO,Dharan SO,,,1,4,,1,,5,,,,
,O0182,Apr-26,Tatarpur BO,Khalilpur SO,,,1,,,4,,7,,,,
,G7184,Apr-26,Teekli BO,Badshahpur SO,,,4,2,,1,,28,,,,
,12340106,Apr-26,Tehsil Road Rewari SO,,14,3,3,77,,23,16,164,,14,27,
,D3473,Apr-26,Tint BO,Khori SO,,,1,,,,,,,,,
,J9916,Apr-26,Tumna BO,Kosli SO,,,2,,,2,,,,,,
,O0183,Apr-26,Turkiawas BO,Khalilpur SO,,,1,4,,7,,15,,,,
,L8305,Apr-26,Unchamajra BO,Pataudi SO,,,4,2,,2,,1,,,,
,12200111,Apr-26,Urban Estate Gurgaon SO,,56,7,13,34,,28,27,60,,1,64,
,12201201,Apr-26,Vatika India Sec 82 SO,,8,1,2,11,,12,20,10,,3,12,
,AO523,Apr-26,Ward No. 14 B.O,Railwary Road SO,,,,,,1,,,,,,
,L8168,Apr-26,Wazipur BO,Garhi Harsaru SO,,,1,2,,2,,,,,,
,L7200,Apr-26,Zainabad BO,Dahina SO,,,1,,,1,,,,,,
,12504701,Apr-26,Agroha SO,,1,,8,11,0,3,,9,,,3,
,A3414,Apr-26,Ahlisadar BO,Fatehabad SO Fatehabad,,,1,2,,5,,22,,,,
,F9956,Apr-26,Ahmedpur BO,Sirsa HO,,,4,1,,3,,,,,,
,H9305,Apr-26,Akanwali BO,Dharsul Kalan SO,,,2,2,,5,,3,,,,
,E9885,Apr-26,Alika BO,Baragudha SO,,,2,,,,,9,,,,
,AK415,Apr-26,Amani BO,Tohana Mandi SO,,,2,,,,,,,,,
,A2293,Apr-26,Amritsar Kalan BO,Ellenabad SO,,,1,2,,2,,,,,,
,12503301,Apr-26,Anaj Mandi Hansi SO,,15,2,8,4,,28,6,77,,,7,
,D3182,Apr-26,Anandgarh BO,Baragudha SO,,,3,,,3,,,,,,
,A9646,Apr-26,Arniawali BO,Sirsa HO,,,1,,,,,,,,,
,L3897,Apr-26,Arya Nagar BO,Ha U Hisar SO,,,,1,,2,,,,,,
,J7262,Apr-26,Asa Khera BO,Chautala SO,,,2,,,1,,,,,,
,L4403,Apr-26,Asrawan BO,Mandi Adampur SO,,,2,1,,2,,,,,,
,J6565,Apr-26,Ayalki BO,Rattia SO,,,6,1,,,,4,,,,
,12500701,Apr-26,Azad Nagar Hisar SO,,,1,4,5,,14,6,17,,1,3,
,F7582,Apr-26,Badala BO,Bass SO,,,2,,,,,4,,,,
,J6566,Apr-26,Badalgarh BO,Rattia SO,,,1,1,,3,,5,,,,
,G6164,Apr-26,Badchhpar BO,Bass SO,,,,,,1,,3,,,,
,12504801,Apr-26,Badopal SO,,40,3,4,4,,6,,54,,,1,
,G2202,Apr-26,Badya Brahamana BO,Modle Town Hisar SO,,,,1,,,,,,,,
,L4404,Apr-26,Bagla BO,Mandi Adampur SO,,,,2,,,,,,,,
,12505401,Apr-26,Bahaudin SO,,,,3,7,,10,,,,2,,
,J6184,Apr-26,Bahiya BO,Siri Jiwan Nagar SO,,,3,,,,,,,,,
,J7789,Apr-26,Baidwala BO,Sikander Pur SO,,,1,,,1,,6,,,,
,A5357,Apr-26,Baijalpur BO,Bhuna SO,,,5,,,1,,1,,,,
,J7790,Apr-26,Bajekan BO,Sikander Pur SO,,,2,1,,5,,,,,,
,L3926,Apr-26,Balak BO,Pabra SO,,,1,,,1,,,,,,
,J6185,Apr-26,Balasar BO,Siri Jiwan Nagar SO,,,1,,,2,,,,,,
,J6568,Apr-26,Baliala BO,Rattia SO,,,1,,,2,,,,,,
,L3898,Apr-26,Balsmand BO,Ha U Hisar SO,,,5,1,,1,,,,,,
,J7264,Apr-26,Ban Mandori BO,Bhattu Kalan SO,,,1,,,1,,,,,,
,C0337,Apr-26,Banawali BO,Fatehabad SO Fatehabad,,,1,1,,4,,,,,,
,A8326,Apr-26,Banbhori BO,Barwala SO Hisar,,,2,,,7,,,,,,
,F3716,Apr-26,Bangaon BO,Fatehabad SO Fatehabad,,,,3,,,,,,,,
,J6186,Apr-26,Banni BO,Siri Jiwan Nagar SO,,,1,10,,,,,,,,
,J8294,Apr-26,Banwala BO,Goriwala SO,,,,2,,1,,,,,,
,F8284,Apr-26,Bapp BO,Baragudha SO,,,2,2,,2,,,,,,
,12507801,Apr-26,Baragudha SO,,1,1,1,16,,5,,13,,,,
,J7011,Apr-26,Baruwalii BO,Bahaudin SO,,,2,1,,2,,,,,,
,12512101,Apr-26,BARWALA MANDI SO,,15,4,3,17,,10,,31,,,1,
,12503302,Apr-26,Barwala Road Hansi SO,,1,,5,9,,14,2,47,,2,,
,12512102,Apr-26,Barwala SO Hisar,,1,,16,49,,26,5,212,,1,23,
,12504201,Apr-26,Bass SO,,,,5,6,,14,,8,,,1,
,12505501,Apr-26,Begu Road Sirsa SO,,5,,4,97,,17,2,50,,5,8,
,B1923,Apr-26,Behbalpur BO,Modle Town Hisar SO,,,2,5,,3,,,,,,
,D5967,Apr-26,Berwala Khurd BO,Ellenabad SO,,,3,,,,,,,,,
,E1496,Apr-26,Bhadra BO,Baragudha SO,,,,,,2,,,,,,
,J6617,Apr-26,Bhaini Amirpur BO,Narnaund SO,,,1,,,3,,3,,,,
,C5197,Apr-26,Bhaini Badshahpur BO,Barwala SO Hisar,,,3,1,,,,3,,,,
,J2175,Apr-26,Bhaklana BO,Khanda Kheri SO,,,,,,,,2,,,,
,B8059,Apr-26,Bhamboor BO,Sirsa HO,,,3,1,,3,,,,,,
,J7791,Apr-26,Bharokhan BO,Sikander Pur SO,,,3,,,,,2,,,,
,J6187,Apr-26,Bharolianwali BO,Siri Jiwan Nagar SO,,,,,,2,,10,,,,
,A7271,Apr-26,Bhatol Jattan BO,Bass SO,,,1,1,,1,,7,,,,
,12505301,Apr-26,Bhattu Kalan SO,,,,9,22,,11,1,22,,,8,
,G6837,Apr-26,Bhiwan BO,Baragudha SO,,,1,1,,,,2,,,,
,E0837,Apr-26,Bhoda BO,Agroha SO,,,2,,,4,,3,,,,
,G2175,Apr-26,Bhodia Bishnoian BO,Fatehabad SO Fatehabad,,,2,,,,,,,,,
,B1910,Apr-26,Bhodia Khera BO,Fatehabad SO Fatehabad,,,,6,,,,,,,,
,12511101,Apr-26,Bhuna SO,,3,1,8,16,,15,2,31,,1,6,
,C6445,Apr-26,Bhuratwala BO,Sirsa HO,,,4,,,1,,,,,,
,C0338,Apr-26,Bhuthan Kalan BO,Fatehabad SO Fatehabad,,,6,3,,1,,,,,,
,E1835,Apr-26,Biana Khera BO,Barwala SO Hisar,,,3,,,1,,,,,,
,F3717,Apr-26,Bighar BO,Fatehabad SO Fatehabad,,,2,,,,,,,,,
,J8295,Apr-26,Bijuwali BO,Goriwala SO,,,5,,,,,,,,,
,F0119,Apr-26,Bobua BO,Uklana Mandi SO,,,2,1,,3,,1,,,,
,J6570,Apr-26,Bora BO,Rattia SO,,,2,2,,1,,4,,,,
,F8536,Apr-26,Bosti BO,Uklana Mandi SO,,,,1,,2,,1,,,,
,12501101,Apr-26,BSF Hisar SO,,,1,0,0,,5,,1,,,,
,J6618,Apr-26,Budana BO,Narnaund SO,,,1,,,,,,,,,
,C5198,Apr-26,Bugana BO,Barwala SO Hisar,,,1,,,2,,7,,,,
,L3900,Apr-26,Burak BO,Ha U Hisar SO,,,,,,2,,,,,,
,J6533,Apr-26,Burj Bhangu BO,Odhan SO,,,3,,,,,,,,,
,D3455,Apr-26,Buwan BO,Uklana Mandi SO,,,,,,3,,,,,,
,J3470,Apr-26,Chadiwal BO,Chopta Nathu Sari SO,,,1,,,,,3,,,,
,J3471,Apr-26,Chaharwala BO,Chopta Nathu Sari SO,,,3,,,,,,,,,
,G2170,Apr-26,Chainat BO,Hansi SO,,,,1,,4,,,,,,
,A9647,Apr-26,Chakarian BO,Sirsa HO,,,1,,,1,,1,,,,
,J8296,Apr-26,Chakkan BO,Goriwala SO,,,3,14,,1,,,,,,
,A7530,Apr-26,Chakpanihar BO,Azad Nagar Hisar SO,,,,2,,1,,,,,,
,A9648,Apr-26,Chamal BO,Sirsa HO,,,1,,,2,,,,,,
,B6639,Apr-26,Chamar Khera BO,Uklana Mandi SO,,,,10,,,,,,,,
,J6571,Apr-26,Chandoh Kalan BO,Rattia SO,,,2,3,,2,,,,,,
,D0586,Apr-26,Chandrawal BO,Bhuna SO,,,1,,,,,,,,,
,L6264,Apr-26,Chatha BO,Mandi Dabwali SO,,,,5,,,,,,,,
,G4242,Apr-26,Chaubara BO,Bhuna SO,,,4,2,,,,3,,,,
,E9444,Apr-26,Chaudhariwas BO,Azad Nagar Hisar SO,,,4,,,,,8,,,,
,12510101,Apr-26,Chautala SO,,,3,11,21,,9,,7,,,,
,G6225,Apr-26,Chikanwas BO,Agroha SO,,,,2,,2,,22,,,,
,J6572,Apr-26,Chimmon BO,Rattia SO,,,3,,,,,27,,,,
,G6167,Apr-26,Chinder BO,Badopal SO,,,,10,,1,,,,,,
,12511001,Apr-26,Chopta Nathu Sari SO,,,1,7,5,,9,,7,,,,
,J6534,Apr-26,Chormar BO,Odhan SO,,,,,,,,7,,,,
,L4405,Apr-26,Chuli Bagrian BO,Mandi Adampur SO,,,,3,,3,,3,,,,
,L4406,Apr-26,Chuli Khurd BO,Mandi Adampur SO,,,1,1,,4,,1,,,,
,E5444,Apr-26,Dabra BO,Modle Town Hisar SO,,,,1,,,,3,,,,
,12510401,Apr-26,Dabwali Town SO,,,,,12,,4,,,,,,
,L6265,Apr-26,Dabwali Village BO,Mandi Dabwali SO,,,,,,1,,,,,,
,H8906,Apr-26,Dahima BO,Hisar Cantt SO,,,2,3,,5,,,,,,
,L3927,Apr-26,Dahman BO,Pabra SO,,,2,2,,,,,,,,
,J7265,Apr-26,Daiyar BO,Bhattu Kalan SO,,,,,,1,,,,,,
,J6188,Apr-26,Damdama BO,Siri Jiwan Nagar SO,,,,7,,,,,,,,
,J3472,Apr-26,Darba Kalan BO,Chopta Nathu Sari SO,,,1,,,,,,,,,
,J7792,Apr-26,Darbi BO,Sikander Pur SO,,,2,,,,,,,,,
,C8619,Apr-26,Dariyapur BO,Fatehabad SO Fatehabad,,,2,,,3,,,,,,
,L4407,Apr-26,Daroli BO,Mandi Adampur SO,,,1,2,,2,,,,,,
,H3016,Apr-26,Datta BO,Sisai SO Hisar,,,3,5,,3,,22,,,,
,F0222,Apr-26,Daultpur BO,Barwala SO Hisar,,,5,,,,,2,,,,
,G2203,Apr-26,Daya BO,Modle Town Hisar SO,,,2,,,,,19,,,,
,H9306,Apr-26,Degoh BO,Dharsul Kalan SO,,,1,,,1,,,,,,
,L5328,Apr-26,Desu Mulkana BO,Kalanwali SO,,,1,1,,4,,9,,,,
,J7266,Apr-26,Dhabi Kalan BO,Bhattu Kalan SO,,,,3,,3,,5,,,,
,G7185,Apr-26,Dhadh BO,Barwala SO Hisar,,,1,1,,3,,,,,,
,F3714,Apr-26,Dhana Kalan BO,Hansi SO,,,,1,,3,,,,,,
,B1906,Apr-26,Dhana Khurd BO,Hansi SO,,,1,2,,1,,2,,,,
,G2176,Apr-26,Dhand BO,Fatehabad SO Fatehabad,,,,1,,2,,,,,,
,F3715,Apr-26,Dhanderi BO,Hansi SO,,,,,,1,,,,,,
,A7273,Apr-26,Dhanger BO,Badopal SO,,,6,,,,,,,,,
,D0587,Apr-26,Dhani Gopal BO,Bhuna SO,,,2,,,3,,,,,,
,G7186,Apr-26,Dhani Khan Bahadur BO,Barwala SO Hisar,,,1,,,1,,1,,,,
,G2177,Apr-26,Dhani Majra BO,Fatehabad SO Fatehabad,,,3,5,,1,,,,,,
,B1905,Apr-26,Dhani Peeranwali BO,Hansi SO,,,,2,,6,,5,,,,
,E5445,Apr-26,Dhansu BO,Modle Town Hisar SO,,,4,1,,3,,,,,,
,J2176,Apr-26,Dharam Kheri BO,Khanda Kheri SO,,,,4,,1,,,,,,
,J6189,Apr-26,Dharampura BO,Siri Jiwan Nagar SO,,,1,5,,,,12,,,,
,12510601,Apr-26,Dharsul Kalan SO,,,1,2,8,,9,,17,,3,,
,J7267,Apr-26,Dhingsara BO,Bhattu Kalan SO,,,1,,,3,,,,,,
,E7325,Apr-26,Dholu BO,Bhuna SO,,,1,,,2,,,,,,
,12505801,Apr-26,Ding SO,,,2,5,3,,5,,3,,,2,
,L3902,Apr-26,DOBHI BO,Ha U Hisar SO,,,1,,,2,,,,,,
,L6356,Apr-26,Dohtar BO,Rania SO,,,5,,,2,,10,,,,
,J6190,Apr-26,Dudianwali BO,Siri Jiwan Nagar SO,,,2,2,,,,,,,,
,B3822,Apr-26,Dullat BO,Bhuna SO,,,4,2,,,,,,,,
,L4408,Apr-26,Durjanpur BO,Mandi Adampur SO,,,1,1,,,,,,,,
,12510201,Apr-26,Ellenabad SO,,,,14,53,,24,,88,,1,21,
,B6757,Apr-26,Faridpur BO,Barwala SO Hisar,,,2,,,1,,,,,,
,12505001,Apr-26,Fatehabad SO Fatehabad,,27,4,35,114,,46,8,124,,18,12,
,12505002,Apr-26,Fatehabd Kty SO,,,,,95,,14,52,14,,6,9,
,D9412,Apr-26,Fatehpuri BO,Tohana Mandi SO,,,1,,,2,,,,,,
,A1157,Apr-26,Ferozabad BO,Sirsa HO,,,,1,,,,,,,,
,J7793,Apr-26,Furwain Kalan BO,Sikander Pur SO,,,1,1,,1,,5,,,,
,F0223,Apr-26,Gaibipur BO,Barwala SO Hisar,,,8,2,,1,,1,,,,
,C2820,Apr-26,Gajuwala BO,Tohana Mandi SO,,,,10,,,,,,,,
,J6619,Apr-26,Gamra BO,Narnaund SO,,,,,,1,,4,,,,
,J6573,Apr-26,Ganda BO,Nagpur S.O.,,,,,,1,,,,,,
,J8297,Apr-26,Ganga BO,Goriwala SO,,,1,2,,2,,5,,,,
,C4404,Apr-26,Gangwa BO,Azad Nagar Hisar SO,,,5,2,,1,,,,,,
,B1907,Apr-26,Garhi BO,Hansi SO,,,1,,,,,,,,,
,G6384,Apr-26,Gawar BO,Azad Nagar Hisar SO,,,,1,,1,,,,,,
,C0333,Apr-26,Ghirai BO,Hansi SO,,,3,,,2,,,,,,
,J8298,Apr-26,Ghoranwali BO,Goriwala SO,,,1,,,2,,,,,,
,L4409,Apr-26,Ghursal BO,Mandi Adampur SO,,,,,,1,,5,,,,
,E5430,Apr-26,Gillan Khera BO,Fatehabad SO Fatehabad,,,,1,,1,,,,,,
,12500102,Apr-26,Gju Hisar SO,,2,,1,6,,4,,11,,1,3,
,N8073,Apr-26,Glf Hisar BO,BSF Hisar SO,,,2,2,,1,,,,,,
,E0838,Apr-26,Gorakhpur BO,Agroha SO,,,,,,1,,,,,,
,E9445,Apr-26,Gorchi BO,Azad Nagar Hisar SO,,,,,,1,,,,,,
,12510301,Apr-26,Goriwala SO,,,,3,0,,7,,5,,,1,
,A1158,Apr-26,Gudia Kheda BO,Sirsa HO,,,2,7,,2,,2,,,,
,C5199,Apr-26,Gurana BO,Barwala SO Hisar,,,,1,,,,,,,,
,J6574,Apr-26,Gurusar BO,Rattia SO,,,,1,,2,,,,,,
,J3473,Apr-26,Gussiaiyana BO,Chopta Nathu Sari SO,,,2,,,5,,,,,,
,12500401,Apr-26,Ha U Hisar SO,,5,1,5,22,,20,67,25,,,8,
,J6620,Apr-26,Haibatpur BO,Narnaund SO,,,2,,,,,,,,,
,C8615,Apr-26,Hajampur BO,Hansi SO,,,1,2,,1,,20,,,,
,B1911,Apr-26,Hajrawan Kalan BO,Fatehabad SO Fatehabad,,,1,,,,,,,,,
,C0339,Apr-26,Hajrawan Khurd BO,Fatehabad SO Fatehabad,,,,,,2,,10,,,,
,J6575,Apr-26,Hamzapur BO,Rattia SO,,,,,,2,,,,,,
,H9308,Apr-26,Handalwala BO,Dharsul Kalan SO,,,1,4,,4,,,,,,
,12503303,Apr-26,Hansi City SO,,1,1,6,40,,18,7,77,,,4,
,12503304,Apr-26,Hansi SO,,16,7,35,85,,52,8,143,,2,16,
,J3474,Apr-26,Hanziran BO,Chopta Nathu Sari SO,,,,,,1,,,,,,
,J6191,Apr-26,Haripura BO,Siri Jiwan Nagar SO,,,,2,,,,,,,,
,C8642,Apr-26,Harita BO,Modle Town Hisar SO,,,,,,3,,2,,,,
,J6577,Apr-26,Haroli BO,Nagpur S.O.,,,1,,,,,5,,,,
,J6578,Apr-26,Hassanga BO,Rattia SO,,,1,,,2,,,,,,
,F8537,Apr-26,Hassangarh BO,Uklana Mandi SO,,,2,1,,3,,,,,,
,12500104,Apr-26,Hisar  Nai Mandi SO,,1,1,3,4,,1,1,2,,,,
,12500601,Apr-26,Hisar Cantt SO,,6,,2,10,,26,,12,,,4,
,12500105,Apr-26,Hisar City SO,,6,2,1,19,,,32,14,,1,3,
,12500100,Apr-26,Hisar HO,,38,13,27,141,,93,24,385,,21,97,
,12500106,Apr-26,Hisar Kty SO,,1,,4,18,,18,2,9,,,,
,12500103,Apr-26,HTM Hisar SO,,2,,6,23,,15,5,37,,,,
,B1924,Apr-26,IACBP Hisar BO,Modle Town Hisar SO,,,,20,,2,,4,,,,
,A5879,Apr-26,Inda Chhoi BO,Tohana Mandi SO,,,,,,1,,1,,,,
,L5330,Apr-26,Jagmalwali BO,Kalanwali SO,,,,,,,,10,,,,
,12513301,Apr-26,Jakhal Mandi SO,,1,1,3,20,,7,3,51,,2,11,
,L4410,Apr-26,Jakhod Khera BO,Mandi Adampur SO,,,,1,,,,,,,,
,L5331,Apr-26,Jalalana BO,Kalanwali SO,,,,,,2,,,,,,
,J6579,Apr-26,Jallopur BO,Nagpur S.O.,,,3,1,,,,2,,,,
,J3475,Apr-26,Jamal BO,Chopta Nathu Sari SO,,,,2,,,,,,,,
,D9413,Apr-26,Jamalpur Sheikhan BO,Tohana Mandi SO,,,1,,,2,,,,,,
,C8616,Apr-26,Jamawari BO,Hansi SO,,,1,,,5,,2,,,,
,B3823,Apr-26,Jandli Kalan BO,Bhuna SO,,,1,1,,5,,6,,,,
,D8931,Apr-26,Jandli Khurd BO,Bhuna SO,,,1,8,,3,,,,,,
,J7263,Apr-26,Jandwala Bishnoian BO,Chautala SO,,,1,,,,,,,,,
,J7268,Apr-26,Jandwala BO,Bhattu Kalan SO,,,4,27,,1,,,,,,
,12505601,Apr-26,JCD Vidyapeeth Sirsa,,,1,2,25,,4,6,34,,1,2,
,F0224,Apr-26,Jeora BO,Barwala SO Hisar,,,,,,,,2,,,,
,A3415,Apr-26,Jhalnia BO,Fatehabad SO Fatehabad,,,1,,,,,,,,,
,G6838,Apr-26,Jhorar Rohi BO,Baragudha SO,,,1,,,,,,,,,
,D4829,Apr-26,Jhornali BO,Sirsa HO,,,2,,,1,,,,,,
,F9957,Apr-26,Jodhkan BO,Sirsa HO,,,4,2,,,,2,,,,
,L6357,Apr-26,Jodhpuria BO,Rania SO,,,2,4,,5,,,,,,
,E5446,Apr-26,Juglan BO,Modle Town Hisar SO,,,1,,,1,,,,,,
,L4411,Apr-26,Kabrel BO,Mandi Adampur SO,,,,,,1,,10,,,,
,J2177,Apr-26,Kagasar BO,Khanda Kheri SO,,,1,,,,,,,,,
,J3476,Apr-26,Kagdana BO,Chopta Nathu Sari SO,,,2,1,,1,,,,,,
,L4412,Apr-26,Kajlan BO,Mandi Adampur SO,,,2,7,,,,,,,,
,12520101,Apr-26,Kalanwali SO,,3,1,9,113,,25,1,120,,8,22,
,L4413,Apr-26,Kalirawan BO,Mandi Adampur SO,,,,4,,,,,,,,
,J8299,Apr-26,Kaluana BO,Goriwala SO,,,2,,,3,,,,,,
,J6580,Apr-26,Kamana BO,Rattia SO,,,1,7,,1,,,,,,
,A5880,Apr-26,Kanheri BO,Tohana Mandi SO,,,4,,,,,10,,,,
,L3928,Apr-26,Kanoh Punia BO,Pabra SO,,,3,,,2,,18,,,,
,G8428,Apr-26,Kanwari BO,Nalwa SO,,,3,2,,3,,2,,,,
,J6621,Apr-26,Kapro BO,Narnaund SO,,,1,1,,,,,,,,
,AP171,Apr-26,Karamsana B.O.,Ellenabad SO,,,,4,,1,,,,,,
,H9309,Apr-26,Karandi BO,Dharsul Kalan SO,,,,2,,,,1,,,,
,J6192,Apr-26,Kariwala BO,Siri Jiwan Nagar SO,,,4,7,,,,,,,,
,C0340,Apr-26,Karnoli BO,Fatehabad SO Fatehabad,,,,7,,,,,,,,
,J8300,Apr-26,Keharwala BO,Goriwala SO,,,1,10,,4,,,,,,
,C6446,Apr-26,Keshopura BO,Sirsa HO,,,3,,,,,,,,,
,J7269,Apr-26,Khabra Kalan BO,Bhattu Kalan SO,,,4,,,2,,,,,,
,AP172,Apr-26,Khai Shergarh,Odhan SO,,,,2,,1,,,,,,
,L4414,Apr-26,Khairampur BO,Mandi Adampur SO,,,2,,,4,,5,,,,
,C0341,Apr-26,Khairati Khera BO,Fatehabad SO Fatehabad,,,1,,,2,,,,,,
,J6535,Apr-26,Khairekan BO,Odhan SO,,,2,,,2,,4,,,,
,12505502,Apr-26,Khairpur SO,,2,2,3,35,,11,2,38,,,7,
,G4243,Apr-26,Khajuri Jatti BO,Bhuna SO,,,,15,,1,,,,,,
,12503801,Apr-26,Khanda Kheri SO,,,,1,0,,12,1,11,,,1,
,D2444,Apr-26,Khara Kheri BO,Badopal SO,,,3,,,,,3,,,,
,B6758,Apr-26,Kharak Punia BO,Barwala SO Hisar,,,2,2,,1,,,,,,
,L3934,Apr-26,Kharar Alipur BO,Satroad Khurd SO,,,5,6,,7,,27,,,,
,G6165,Apr-26,Kharbala BO,Bass SO,,,6,1,,1,,2,,,,
,D5968,Apr-26,Khari Sureran BO,Ellenabad SO,,,,2,,,,,,,,
,L3904,Apr-26,Kharia BO,Ha U Hisar SO,,,,,,1,,,,,,
,L6358,Apr-26,Kharian BO,Rania SO,,,5,5,,3,,2,,,,
,B6759,Apr-26,Kharkara BO,Barwala SO Hisar,,,4,1,,1,,,,,,
,C8617,Apr-26,Kharkari BO,Hansi SO,,,1,,,,,,,,,
,F8637,Apr-26,Khedar BO,Barwala SO Hisar,,,1,,,,,10,,,,
,A3432,Apr-26,Kheri Barki BO,Modle Town Hisar SO,,,6,,,,,2,,,,
,H3017,Apr-26,Kheri Gangan BO,Sisai SO Hisar,,,,,,3,,42,,,,
,J6622,Apr-26,Kheri Jalab BO,Narnaund SO,,,,,,1,,,,,,
,L6268,Apr-26,Khuiyana Malkana BO,Mandi Dabwali SO,,,2,1,,2,,5,,,,
,J6581,Apr-26,Khunan BO,Nagpur S.O.,,,1,2,,,,,,,,
,L3930,Apr-26,Kinala BO,Pabra SO,,,3,,,,,1,,,,
,J7270,Apr-26,Kirdhan BO,Bhattu Kalan SO,,,2,,,1,,,,,,
,F7640,Apr-26,Kirmara BO,Agroha SO,,,1,,,1,,,,,,
,L3931,Apr-26,Kirori BO,Pabra SO,,,1,,,,,3,,,,
,L3905,Apr-26,Kirtan BO,Ha U Hisar SO,,,2,1,,2,,4,,,,
,L4415,Apr-26,Kishangarh BO,Mandi Adampur SO,,,,4,,,,,,,,
,L4416,Apr-26,Kohli BO,Mandi Adampur SO,,,,,,1,,,,,,
,J6624,Apr-26,Koth Khurd BO,Narnaund SO,,,,1,,11,,2,,,,
,F6201,Apr-26,Kudni BO,Tohana Mandi SO,,,3,,,1,,10,,,,
,A3416,Apr-26,Kukranwali BO,Fatehabad SO Fatehabad,,,3,14,,7,,18,,,,
,C0334,Apr-26,Kulana BO,Hansi SO,,,1,,,1,,10,,,,
,B5746,Apr-26,Kuleri BO,Agroha SO,,,,,,3,,,,,,
,H9310,Apr-26,Kullan BO,Dharsul Kalan SO,,,,,,,,6,,,,
,A7320,Apr-26,Kumaharia BO,Agroha SO,,,1,2,,,,,,,,
,F8539,Apr-26,Kumba Khera BO,Uklana Mandi SO,,,1,,,2,,,,,,
,C8618,Apr-26,Kumbha BO,Hansi SO,,,2,2,,4,,2,,,,
,G6839,Apr-26,Kurangawali BO,Baragudha SO,,,2,,,,,8,,,,
,A1159,Apr-26,Kusumbhi BO,Sirsa HO,,,,,,1,,,,,,
,F1511,Apr-26,Kutewadh BO,Sirsa HO,,,,1,,,,,,,,
,J6582,Apr-26,Laduwas BO,Rattia SO,,,,3,,,,2,,,,
,H8907,Apr-26,Ladwa BO,Hisar Cantt SO,,,3,4,,1,,,,,,
,L4417,Apr-26,Ladwi BO,Mandi Adampur SO,,,1,1,,4,,,,,,
,L5332,Apr-26,Lakarwali BO,Kalanwali SO,,,2,,,1,,,,,,
,D9414,Apr-26,Lalauda BO,Tohana Mandi SO,,,2,,,,,,,,,
,J6583,Apr-26,Lali BO,Rattia SO,,,,,,1,,34,,,,
,D2498,Apr-26,Landhari BO,Agroha SO,,,1,1,1,,,,,,,
,C4849,Apr-26,Lehangewala BO,Baragudha SO,,,2,,,,,,,,,
,H9311,Apr-26,Lehraian BO,Dharsul Kalan SO,,,,,,,,1,,,,
,E1732,Apr-26,Litani BO,Uklana Mandi SO,,,1,1,,5,,6,,,,
,J6625,Apr-26,Lohari Ragho BO,Narnaund SO,,,,,,1,,,,,,
,J3477,Apr-26,Ludesar BO,Chopta Nathu Sari SO,,,,,,3,,4,,,,
,12505102,Apr-26,M S Rattia SO,,12,4,6,1,,5,5,2,,,,
,12510202,Apr-26,M.S Ellenabad SO,,1,,3,,,1,,,,,,
,C4149,Apr-26,Madanheri BO,Bass SO,,,2,1,,2,,,,,,
,J6626,Apr-26,Madha BO,Narnaund SO,,,,1,,,,12,,,,
,F9958,Apr-26,Madho Singhana BO,Sirsa HO,,,1,,,2,,,,,,
,L4418,Apr-26,Mahalsara BO,Mandi Adampur SO,,,1,5,,,,2,,,,
,G6168,Apr-26,Mahmadpur Rohi BO,Badopal SO,,,3,1,,4,,4,,,,
,J6627,Apr-26,Majra BO,Narnaund SO,,,3,1,,3,,18,,,,
,J3478,Apr-26,Makhosarani BO,Chopta Nathu Sari SO,,,2,,,2,,,,,,
,A9649,Apr-26,Mallekan BO,Sirsa HO,,,,4,1,3,,2,,,,
,E4282,Apr-26,Mamera Kalan BO,Ellenabad SO,,,,10,,,,,,,,
,12505201,Apr-26,Mandi Adampur SO,,69,3,15,129,,37,5,62,,7,19,
,12510402,Apr-26,Mandi Dabwali SO,,5,2,7,40,,20,9,21,,4,20,
,F9959,Apr-26,Mangala BO,Sirsa HO,,,5,,,3,,2,,,,
,D7107,Apr-26,Mangali BO,Modle Town Hisar SO,,,2,1,,1,,,,,,
,H9312,Apr-26,Manghera BO,Dharsul Kalan SO,,,1,6,,2,,,,,,
,J6584,Apr-26,Marh BO,Nagpur S.O.,,,1,,,1,,2,,,,
,L6271,Apr-26,Masitan BO,Mandi Dabwali SO,,,,,,1,,,,,,
,H3019,Apr-26,Masudpur BO,Sisai SO Hisar,,,1,,,4,,21,,,,
,J8301,Apr-26,Matdadu BO,Goriwala SO,,,1,11,,1,,,,,,
,D3549,Apr-26,Matloda BO,Barwala SO Hisar,,,2,,,,,,,,,
